Name,Address,Wards,Cuisine,Price,WebsiteUrl,Award,FacilitiesAndServices,Description,,,
Nishiazabu Sushi Shin,"4-18-20 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan",Minato,Sushi,¥¥¥¥,http://sushi-shin.com/,1 Star,"Air conditioning,Counter dining","Shintaro Suzuki is a self-taught master of sushi who plunged deep into Tokyo-style sushi traditions to discover his own path in the sushi realm. For different ingredients, he uses different soy sauces, such as onion- or plum-flavoured. The battleship sushi with its two types of sea urchin is an impressive sight. For the true sushi artisan, the path of constant self-improvement never ends. It is a road of progress and experimentation built on respect for proper practices.",,,
Sukiyabashi Jiro Roppongiten,"3F, Roppongi Hills Residence B, 6-12-2 Roppongi, Minato-ku, Tokyo, 106-0032, Japan",Minato,Sushi,¥¥¥¥,,2 Stars,"Air conditioning,Counter dining","A typical meal might begin with the subtle flavour of white fish, followed by red fish, then chu-toro. After gizzard shad for the sourness come richer flavours such as horse mackerel or shrimp, then mackerel marinated in vinegar to cleanse the palate; uni and anago follow. The changes in flavour are carefully calibrated for the aftertaste that lingers in between. Underneath chef Takashi Ono’s strict demeanour toward his apprentices lies a gentle affection.",,,
Sushi Masashi,"5F, 2-12-27 Kitaaoyama, Minato-ku, Tokyo, 107-0061, Japan",Minato,Sushi,¥¥¥¥,https://sushimasashi.tokyo/,1 Star,"Air conditioning,Counter dining","Masashi Yamaguchi says he wants a sushi meal to tell an enjoyable story, with a beginning, twists and turns, and an ending. In his training, he learned how to vary the tempo of sushi using sweet and sour and hot and cold toppings. Taking classic techniques, he has further developed his own style. For example, he marinates the kobujime in kombu dashi and adds flavour to get a soft texture. His originality can be seen, too, in snacks like the tuna sukiyaki.",,,
Sushi Ryujiro,"2-11-11 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan",Minato,Sushi,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","Ryujiro Nakamura’ open-hearted character keeps the mood bright in this vibrant, full of laughter restaurant. The fish is flavoursome, the staff youthful and energetic. Rice is seasoned with red vinegar made from sake lees to keep the focus on the tuna. The omakase is original in presentation yet respectful of the traditions taught by his mentor. It begins with nigiri sushi of medium-fatty tuna and ends with soup stock-flavoured thick omelette roll. A good beginning and an end are vital in all things.",,,
Jukuseizushi Yorozu,"3F, 4-6-5 Higashi, Shibuya-ku, Tokyo, 150-0011, Japan",Shibuya,Sushi,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","The scent of red vinegar drifts through the air. Akira Shirayama prepares vinegared rice before our eyes, as if to say ‘this is the star of the show’. The ingredient he’s pairing with his vinegared rice, made with mature red vinegar, is rested fish. Each is matured with its own enzymes, dried and pickled in salt, resulting in rich flavours. The skill of eliciting umami from rested fish is called sushi; interestingly, the character for ‘sushi’ combines the elements for ‘fish’ and ‘umami’.",,,
Hato,"5-7 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan",Shinjuku,Sushi,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","Daichi Kumagiri’s ideas make waves and the Kagurazaka Ishikawa restaurant, which operates Hato, rides on the current of sushi. Shuko, interweaving grilled with deep-fried items, is served kaiseki-style. Sushi merges with other disciplines of Japanese cuisine here, erasing the boundaries between them. The type of vinegared rice used varies by dish, and sushi toppings are deftly sliced. Following the principles of Japanese fare, this unique sushi brings out the honest flavour of the ingredients.",,,
Nihombashi Sonoji,"2-22-11 Nihombashiningyocho, Chuo-ku, Tokyo, 103-0013, Japan",Chuo,Tempura,¥¥¥¥,http://www.sonoji.info/,1 Star,"Air conditioning,Counter dining",Shizuoka-born Toshiyuki Suzuki follows his roots in tempura and soba. His choice of Nihombashi as a location stems from its pedigree as a place where both these traditions blossomed. Sobagaki (buckwheat flour mash) is served between dishes of tempura; nihachi soba (noodles made from 80% buckwheat and 20% flour) ends the meal. Suzuki takes pride in offering fish and other bounty of Suruga shipped directly from local fishmongers and farmers in Shizuoka.,,,
Seiju,"B1F, 3-16-9 Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan",Chuo,Tempura,¥¥¥¥,,1 Star,"Air conditioning,Counter dining,Interesting wine list","The austere, quiet refinement of the interior instils a feeling of peace. Yoshiaki Shimizu’s passion for tempura is inherited from the style of his mentor. Sparingly battered foodstuffs are fried in freshly pressed sesame oil to bring out their flavours. Two tiger prawns are served in succession, the first to convey the sweetness of the shrimp, the second, served almost raw, to highlight the difference in flavour. Pairing tempura with French wine is another unique touch.",,,
Tempura Yaguchi,"2-9-7 Nihombashiningyocho, Chuo-ku, Tokyo, 103-0013, Japan",Chuo,Tempura,¥¥¥¥,,1 Star,"Air conditioning,Counter dining","A single issue of a cooking magazine led Kazuki Yaguchi onto the path of the tempura artisan. Apprenticeship under his mentor taught Yaguchi to find his own style while inheriting his master’s culinary philosophy. His tempura is deep-fried in oil at high temperatures using a high proportion of cottonseed oil and features generous portions of vegetables. The batter is fried to fragrant perfection, drawing out the flavour of its contents. Sea urchin is wrapped in perilla leaf to avoid overheating.",,,
Tentempura Uchitsu,"5-25-4 Hiro, Shibuya-ku, Tokyo, 150-0012, Japan",Shibuya,Tempura,¥¥¥¥,https://tempura-uchitsu.com/,1 Star,"Air conditioning,Counter dining","Inspired by a calligrapher’s rendition of the character ‘ten’ (heaven), which is also used for ‘ten’ in tempura, the chef aspires to reach heavenly heights with his tempura. Takahisa Uchitsu fries unusual items because many classic tempura ingredients have grown harder to find. Rather than chase dwindling stocks, he focuses his passion on seeking out new ingredients. Crabs’ legs are partially cooked; the cherry salmon is fragrant and served whole. Friendly service welcomes you and draws you in.",,,
